,product,price,shoe_image,orderable_size,sold_out_size
0,NIKE    FOAM FORCE 1 (TD) racer blue/white-white-white    racer blue/white-white-white,"39,99 €",https://www.snipes.com/dw/image/v2/BDCB_PRD/on/demandware.static/-/Sites-snse-master-eu/default/dw0d0ce826/1730563_P.jpg?sw=780&sh=780&sm=fit&sfrm=png,['17'],"['18.5', '19.5', '21', '22', '23.5', '25', '26', '27']"
